Einheitsvektor,单位向量,Der Begriff Einheitsvektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Einheitsvektor 是线性代数中的重要专业表达，意思是单位向量。）
Einheitsvektoren,单位向量（复数形式）,Der Begriff Einheitsvektoren ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Einheitsvektoren 是线性代数中的重要专业表达，意思是单位向量（复数形式）。）
elementare Zeilenoperation,初等行变换,Der Begriff elementare Zeilenoperation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 elementare Zeilenoperation 是线性代数中的重要专业表达，意思是初等行变换。）
erweiterte Matrix,增广矩阵,Der Begriff erweiterte Matrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 erweiterte Matrix 是线性代数中的重要专业表达，意思是增广矩阵。）
Erzeugendensystem,生成系,Der Begriff Erzeugendensystem ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Erzeugendensystem 是线性代数中的重要专业表达，意思是生成系。）
freie Variable,自由变量,Der Begriff freie Variable ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 freie Variable 是线性代数中的重要专业表达，意思是自由变量。）
Gegenbeispiel,反例,Der Begriff Gegenbeispiel ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Gegenbeispiel 是线性代数中的重要专业表达，意思是反例。）
geometrische Vielfachheit,几何重数,Der Begriff geometrische Vielfachheit ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 geometrische Vielfachheit 是线性代数中的重要专业表达，意思是几何重数。）
Gleichungssystem,方程组,Der Begriff Gleichungssystem ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Gleichungssystem 是线性代数中的重要专业表达，意思是方程组。）
Gram-Schmidt-Verfahren,格拉姆-施密特方法,Der Begriff Gram-Schmidt-Verfahren ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Gram-Schmidt-Verfahren 是线性代数中的重要专业表达，意思是格拉姆-施密特方法。）
Hauptachsentransformation,主轴变换,Der Begriff Hauptachsentransformation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Hauptachsentransformation 是线性代数中的重要专业表达，意思是主轴变换。）
homogen,齐次的,Der Begriff homogen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 homogen 是线性代数中的重要专业表达，意思是齐次的。）
Homogenität,齐次性,Der Begriff Homogenität ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Homogenität 是线性代数中的重要专业表达，意思是齐次性。）
Hyperebene,超平面,Der Begriff Hyperebene ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Hyperebene 是线性代数中的重要专业表达，意思是超平面。）
indefinit,不定的,Der Begriff indefinit ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 indefinit 是线性代数中的重要专业表达，意思是不定的。）
inhomogen,非齐次的,Der Begriff inhomogen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 inhomogen 是线性代数中的重要专业表达，意思是非齐次的。）
injektiv,单射的,Der Begriff injektiv ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 injektiv 是线性代数中的重要专业表达，意思是单射的。）
inneres Produkt,内积,Der Begriff inneres Produkt ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 inneres Produkt 是线性代数中的重要专业表达，意思是内积。）
Interpolation,插值,Der Begriff Interpolation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Interpolation 是线性代数中的重要专业表达，意思是插值。）
Inverse,逆,Der Begriff Inverse ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Inverse 是线性代数中的重要专业表达，意思是逆。）
inverse Matrix,逆矩阵,Der Begriff inverse Matrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 inverse Matrix 是线性代数中的重要专业表达，意思是逆矩阵。）
invertierbar,可逆的,Der Begriff invertierbar ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 invertierbar 是线性代数中的重要专业表达，意思是可逆的。）
Kern,核,Der Begriff Kern ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Kern 是线性代数中的重要专业表达，意思是核。）
Kernes,核（属格形式）,Der Begriff Kernes ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Kernes 是线性代数中的重要专业表达，意思是核（属格形式）。）
Kerns,核（属格形式）,Der Begriff Kerns ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Kerns 是线性代数中的重要专业表达，意思是核（属格形式）。）
Koeffizientenmatrix,系数矩阵,Der Begriff Koeffizientenmatrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koeffizientenmatrix 是线性代数中的重要专业表达，意思是系数矩阵。）
Koeffizientenvektor,系数向量,Der Begriff Koeffizientenvektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koeffizientenvektor 是线性代数中的重要专业表达，意思是系数向量。）
Kommutativität,交换律,Der Begriff Kommutativität ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Kommutativität 是线性代数中的重要专业表达，意思是交换律。）
Koordinate,坐标,Der Begriff Koordinate ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koordinate 是线性代数中的重要专业表达，意思是坐标。）
Koordinaten,坐标（复数形式）,Der Begriff Koordinaten ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koordinaten 是线性代数中的重要专业表达，意思是坐标（复数形式）。）
Koordinatensystemen,坐标系（复数第三格形式）,Der Begriff Koordinatensystemen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koordinatensystemen 是线性代数中的重要专业表达，意思是坐标系（复数第三格形式）。）
Koordinatensystems,坐标系（属格形式）,Der Begriff Koordinatensystems ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koordinatensystems 是线性代数中的重要专业表达，意思是坐标系（属格形式）。）
Koordinatenvektor,坐标向量,Der Begriff Koordinatenvektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Koordinatenvektor 是线性代数中的重要专业表达，意思是坐标向量。）
Kovarianzmatrix,协方差矩阵,Der Begriff Kovarianzmatrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Kovarianzmatrix 是线性代数中的重要专业表达，意思是协方差矩阵。）
Legendre-Polynom-Basen,勒让德多项式基,Der Begriff Legendre-Polynom-Basen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Legendre-Polynom-Basen 是线性代数中的重要专业表达，意思是勒让德多项式基。）
Legendre-Polynome,勒让德多项式（复数形式）,Der Begriff Legendre-Polynome ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Legendre-Polynome 是线性代数中的重要专业表达，意思是勒让德多项式（复数形式）。）
Legendrepolynome,勒让德多项式（复数形式）,Der Begriff Legendrepolynome ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Legendrepolynome 是线性代数中的重要专业表达，意思是勒让德多项式（复数形式）。）
linear unabhängig,线性无关,Der Begriff linear unabhängig ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 linear unabhängig 是线性代数中的重要专业表达，意思是线性无关。）
lineare Abbildung,线性映射,Der Begriff lineare Abbildung ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Abbildung 是线性代数中的重要专业表达，意思是线性映射。）
lineare Abbildungen,线性映射（复数形式）,Der Begriff lineare Abbildungen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Abbildungen 是线性代数中的重要专业表达，意思是线性映射（复数形式）。）
lineare Algebra,线性代数,Der Begriff lineare Algebra ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Algebra 是线性代数中的重要专业表达，意思是线性代数。）
lineare Funktion,线性函数,Der Begriff lineare Funktion ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Funktion 是线性代数中的重要专业表达，意思是线性函数。）
lineare Funktionen,线性函数（复数形式）,Der Begriff lineare Funktionen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Funktionen 是线性代数中的重要专业表达，意思是线性函数（复数形式）。）
lineare Gleichung,线性方程,Der Begriff lineare Gleichung ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Gleichung 是线性代数中的重要专业表达，意思是线性方程。）
lineare Operationen,线性运算,Der Begriff lineare Operationen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Operationen 是线性代数中的重要专业表达，意思是线性运算。）
lineare Probleme,线性问题,Der Begriff lineare Probleme ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Probleme 是线性代数中的重要专业表达，意思是线性问题。）
lineare Regression,线性回归,Der Begriff lineare Regression ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Regression 是线性代数中的重要专业表达，意思是线性回归。）
lineare Struktur,线性结构,Der Begriff lineare Struktur ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Struktur 是线性代数中的重要专业表达，意思是线性结构。）
lineare Transformation,线性变换,Der Begriff lineare Transformation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Transformation 是线性代数中的重要专业表达，意思是线性变换。）
lineare Transformationen,线性变换（复数形式）,Der Begriff lineare Transformationen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Transformationen 是线性代数中的重要专业表达，意思是线性变换（复数形式）。）
lineare Unabhängigkeit,线性无关性,Der Begriff lineare Unabhängigkeit ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineare Unabhängigkeit 是线性代数中的重要专业表达，意思是线性无关性。）
lineares Gleichungssystem,线性方程组,Der Begriff lineares Gleichungssystem ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineares Gleichungssystem 是线性代数中的重要专业表达，意思是线性方程组。）
lineares Modell,线性模型,Der Begriff lineares Modell ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 lineares Modell 是线性代数中的重要专业表达，意思是线性模型。）
Linearität,线性,Der Begriff Linearität ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Linearität 是线性代数中的重要专业表达，意思是线性。）
Linearitätsbedingung,线性条件,Der Begriff Linearitätsbedingung ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Linearitätsbedingung 是线性代数中的重要专业表达，意思是线性条件。）
Linearkombination,线性组合,Der Begriff Linearkombination ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Linearkombination 是线性代数中的重要专业表达，意思是线性组合。）
Linearkombinationen,线性组合（复数形式）,Der Begriff Linearkombinationen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Linearkombinationen 是线性代数中的重要专业表达，意思是线性组合（复数形式）。）
Lösungsmenge,解集,Der Begriff Lösungsmenge ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Lösungsmenge 是线性代数中的重要专业表达，意思是解集。）
Lösungsmengen,解集（复数形式）,Der Begriff Lösungsmengen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Lösungsmengen 是线性代数中的重要专业表达，意思是解集（复数形式）。）
Lösungsraum,解空间,Der Begriff Lösungsraum ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Lösungsraum 是线性代数中的重要专业表达，意思是解空间。）
Markovkette,马尔可夫链,Der Begriff Markovkette ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Markovkette 是线性代数中的重要专业表达，意思是马尔可夫链。）
Markovketten,马尔可夫链（复数形式）,Der Begriff Markovketten ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Markovketten 是线性代数中的重要专业表达，意思是马尔可夫链（复数形式）。）
Matrix,矩阵,Der Begriff Matrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrix 是线性代数中的重要专业表达，意思是矩阵。）
Matrix-Vektor,矩阵-向量,Der Begriff Matrix-Vektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrix-Vektor 是线性代数中的重要专业表达，意思是矩阵-向量。）
Matrix-Vektor-Multiplikation,矩阵-向量乘法,Der Begriff Matrix-Vektor-Multiplikation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrix-Vektor-Multiplikation 是线性代数中的重要专业表达，意思是矩阵-向量乘法。）
Matrix-Vektor-Multiplikationen,矩阵-向量乘法（复数形式）,Der Begriff Matrix-Vektor-Multiplikationen ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrix-Vektor-Multiplikationen 是线性代数中的重要专业表达，意思是矩阵-向量乘法（复数形式）。）
Matrix-Vektor-Produkt,矩阵-向量乘积,Der Begriff Matrix-Vektor-Produkt ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrix-Vektor-Produkt 是线性代数中的重要专业表达，意思是矩阵-向量乘积。）
Matrixmultiplikation,矩阵乘法,Der Begriff Matrixmultiplikation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrixmultiplikation 是线性代数中的重要专业表达，意思是矩阵乘法。）
Matrixprodukt,矩阵乘积,Der Begriff Matrixprodukt ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Matrixprodukt 是线性代数中的重要专业表达，意思是矩阵乘积。）
Monotonie,单调性,Der Begriff Monotonie ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Monotonie 是线性代数中的重要专业表达，意思是单调性。）
Neutralität,中性元性质,Der Begriff Neutralität ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Neutralität 是线性代数中的重要专业表达，意思是中性元性质。）
Norm,范数,Der Begriff Norm ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Norm 是线性代数中的重要专业表达，意思是范数。）
Normalengleichung,正规方程,Der Begriff Normalengleichung ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Normalengleichung 是线性代数中的重要专业表达，意思是正规方程。）
normalisiert,归一化的,Der Begriff normalisiert ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 normalisiert 是线性代数中的重要专业表达，意思是归一化的。）
Nullmatrix,零矩阵,Der Begriff Nullmatrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Nullmatrix 是线性代数中的重要专业表达，意思是零矩阵。）
Nullraum,零空间,Der Begriff Nullraum ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Nullraum 是线性代数中的重要专业表达，意思是零空间。）
Nullstelle,零点,Der Begriff Nullstelle ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Nullstelle 是线性代数中的重要专业表达，意思是零点。）
Nullvektor,零向量,Der Begriff Nullvektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Nullvektor 是线性代数中的重要专业表达，意思是零向量。）
Nullvektoren,零向量（复数形式）,Der Begriff Nullvektoren ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Nullvektoren 是线性代数中的重要专业表达，意思是零向量（复数形式）。）
obere Dreiecksmatrix,上三角矩阵,Der Begriff obere Dreiecksmatrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 obere Dreiecksmatrix 是线性代数中的重要专业表达，意思是上三角矩阵。）
orthogonal,正交的,Der Begriff orthogonal ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 orthogonal 是线性代数中的重要专业表达，意思是正交的。）
Orthogonalbasis,正交基,Der Begriff Orthogonalbasis ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Orthogonalbasis 是线性代数中的重要专业表达，意思是正交基。）
orthogonale Diagonalisierung,正交对角化,Der Begriff orthogonale Diagonalisierung ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 orthogonale Diagonalisierung 是线性代数中的重要专业表达，意思是正交对角化。）
orthogonale Projektion,正交投影,Der Begriff orthogonale Projektion ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 orthogonale Projektion 是线性代数中的重要专业表达，意思是正交投影。）
orthonormal,标准正交的,Der Begriff orthonormal ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 orthonormal 是线性代数中的重要专业表达，意思是标准正交的。）
Orthonormalbasis,标准正交基,Der Begriff Orthonormalbasis ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Orthonormalbasis 是线性代数中的重要专业表达，意思是标准正交基。）
PageRank,网页排名算法,Der Begriff PageRank ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 PageRank 是线性代数中的重要专业表达，意思是网页排名算法。）
Pivot,主元,Der Begriff Pivot ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Pivot 是线性代数中的重要专业表达，意思是主元。）
positiv definit,正定的,Der Begriff positiv definit ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 positiv definit 是线性代数中的重要专业表达，意思是正定的。）
positiv semidefinit,半正定的,Der Begriff positiv semidefinit ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 positiv semidefinit 是线性代数中的重要专业表达，意思是半正定的。）
Positivität,正性,Der Begriff Positivität ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Positivität 是线性代数中的重要专业表达，意思是正性。）
Potenz einer Matrix,矩阵幂,Der Begriff Potenz einer Matrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Potenz einer Matrix 是线性代数中的重要专业表达，意思是矩阵幂。）
Projektion,投影,Der Begriff Projektion ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Projektion 是线性代数中的重要专业表达，意思是投影。）
Projektionsmatrix,投影矩阵,Der Begriff Projektionsmatrix ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Projektionsmatrix 是线性代数中的重要专业表达，意思是投影矩阵。）
Projektionstheorem,投影定理,Der Begriff Projektionstheorem ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Projektionstheorem 是线性代数中的重要专业表达，意思是投影定理。）
quadratische Form,二次型,Der Begriff quadratische Form ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 quadratische Form 是线性代数中的重要专业表达，意思是二次型。）
Rang,秩,Der Begriff Rang ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Rang 是线性代数中的重要专业表达，意思是秩。）
reduzierte Zeilenstufenform,简化行阶梯形,Der Begriff reduzierte Zeilenstufenform ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 reduzierte Zeilenstufenform 是线性代数中的重要专业表达，意思是简化行阶梯形。）
Residuum,残差,Der Begriff Residuum ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Residuum 是线性代数中的重要专业表达，意思是残差。）
Rotation,旋转,Der Begriff Rotation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Rotation 是线性代数中的重要专业表达，意思是旋转。）
Schnittmenge,交集,Der Begriff Schnittmenge ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Schnittmenge 是线性代数中的重要专业表达，意思是交集。）
Skalar,标量,Der Begriff Skalar ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Skalar 是线性代数中的重要专业表达，意思是标量。）
Skalarmultiplikation,数乘,Der Begriff Skalarmultiplikation ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Skalarmultiplikation 是线性代数中的重要专业表达，意思是数乘。）
Skalarprodukt,内积/点积,Der Begriff Skalarprodukt ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Skalarprodukt 是线性代数中的重要专业表达，意思是内积/点积。）
Spalten,列（复数形式）,Der Begriff Spalten ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Spalten 是线性代数中的重要专业表达，意思是列（复数形式）。）
Spaltenraum,列空间,Der Begriff Spaltenraum ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Spaltenraum 是线性代数中的重要专业表达，意思是列空间。）
Spaltenvektor,列向量,Der Begriff Spaltenvektor ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Spaltenvektor 是线性代数中的重要专业表达，意思是列向量。）
Spaltenvektoren,列向量（复数形式）,Der Begriff Spaltenvektoren ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Spaltenvektoren 是线性代数中的重要专业表达，意思是列向量（复数形式）。）
Spann,张成空间,Der Begriff Spann ist in der linearen Algebra ein wichtiger Fachausdruck.（术语 Spann 是线性代数中的重要专业表达，意思是张成空间。）
